0	join	[[2, 5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
1	join	[[2, 5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
2	join	[[2], [5, 9], [8], [3], [1], [4, 1], [5, 5], [8, 6]]
3	join	[[2], [5, 4, 1], [8], [3], [1], [5, 5], [8, 6], [9]]
4	join	[[2], [5], [8], [3, 9], [1], [4, 1], [5, 5], [8, 6]]
5	join	[[2], [5], [8], [3, 4, 1], [1], [5, 5], [8, 6], [9]]
6	join	[[2], [5], [8], [3, 4, 1], [1], [5, 5], [8, 6], [9]]
7	join	[[2], [5], [8], [3], [1, 5, 5], [4, 1], [8, 6], [9]]
8	join	[[2], [5], [8], [3], [1], [4, 1, 5, 5], [8, 6], [9]]
9	duplicate	[[2, 2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
10	duplicate	[[2], [5, 5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
11	duplicate	[[2], [5], [8], [3, 3], [1], [4, 1], [5, 5], [8, 6], [9]]
12	duplicate	[[2], [5], [8], [3, 3], [1], [4, 1], [5, 5], [8, 6], [9]]
13	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5, 5], [8, 6], [9]]
14	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5, 5], [8, 6], [9]]
15	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5, 5], [8, 6], [9]]
16	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5, 5], [8, 6], [9]]
17	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 8, 6], [9]]
18	duplicate	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9, 9]]
19	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
20	swap	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
21	swap	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
22	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
23	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
24	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
25	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
26	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
27	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
28	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
29	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
30	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
31	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
32	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
33	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
34	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
35	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
36	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
37	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
38	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
39	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
40	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
41	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
42	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
43	swap	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
44	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
45	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
46	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
47	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
48	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
49	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
50	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
51	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
52	swap	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
53	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
54	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
55	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
56	null	[[2], [5], [8], [3], [1], [4, 1], [5, 5], [8, 6], [9]]
